patient_id,nombre,apellido,genero,fecha_nacimiento,tipo_sangre,lat,lng,comuna,barrio,direccion,telefono,email,documento,ips_asignada,condicion_preexistente,fhir_patient_id
pat-1264,Richard,Ortega,male,1989-06-27,A-,3.464287,-76.541129,9,Los Libertadores,Cl. 178G # 59-2,57 306 194 98 84,richard.ortega1264@gmail.com,14270425,ips-sjs-004,ninguna,Patient/pat-1264
pat-0191,Adrián,López,male,1968-05-31,B+,3.469306,-76.525988,2,Chipichape,Dg. 9ª # 98-62 Este,+573291473151,adrián.lópez191@gmail.com,45652586,ips-cuc-014,EPOC,Patient/pat-0191
pat-0403,Jaime,Vanegas,male,1991-04-03,O-,3.453397,-76.51992,3,Centenario,Carrera 12 # 6-3 Sur,573008593411,jaime.vanegas403@gmail.com,51617680,ips-cps-040,ninguna,Patient/pat-0403
pat-2613,Jesús,González,male,1992-08-25,A-,3.359813,-76.547902,17,Meléndez,Cl. 42 # 13-2 Este,(+57)6071606095,jesús.gonzález2613@gmail.com,71623079,ips-clv-002,ninguna,Patient/pat-2613
pat-0295,José,Arias,male,1985-12-08,AB+,3.461802,-76.521931,3,Centenario,Cl. 183 # 2-8 Sur,573070460139,josé.arias295@gmail.com,70606674,ips-cps-040,asma,Patient/pat-0295
pat-0548,Emilia,Ortega,female,1972-03-24,O-,3.476815,-76.549929,4,Flores,Carrera 9ª # 6-37 Sur,018006782100,emilia.ortega548@gmail.com,30820038,ips-pro-013,ninguna,Patient/pat-0548
pat-3411,Andrés,Rodríguez,male,1961-08-23,B+,3.41695,-76.50268,22,El Pueblo,Cr. 66 # 95-2,313 910 03 36,andrés.rodríguez3411@gmail.com,11666763,ips-agu-021,ninguna,Patient/pat-3411
pat-1480,Lucía,Mantilla,female,1997-06-30,AB-,3.419489,-76.541548,10,Caney,Transversal 44 # 15-3 Este,(+57)3284546212,lucía.mantilla1480@gmail.com,91125155,ips-las-015,insuficiencia renal,Patient/pat-1480
pat-1499,Ángel,Vergara,male,1968-06-03,A-,3.402288,-76.56376,10,Caney,Calle 97 # 37-3 Sur,01 8004 297 361,ángel.vergara1499@gmail.com,91043555,ips-las-015,EPOC,Patient/pat-1499
pat-0901,Andrés,Moreno,male,1988-09-14,O-,3.486882,-76.510103,6,Santa Isabel,Transversal 4ª # 1-15 Este,57 310 221 87 22,andrés.moreno901@gmail.com,85357498,ips-nor-011,ninguna,Patient/pat-0901
pat-2654,Fernando,Pacheco,male,1964-09-20,A+,3.415548,-76.578606,18,Cañaveralejo,Calle 39 # 55-12 Este,3027741981,fernando.pacheco2654@gmail.com,48257007,ips-vip-039,hipertensión,Patient/pat-2654
pat-1990,Roberto,Martínez,male,1974-10-21,A-,3.413257,-76.519479,13,Agua Blanca,Avenida carrera 140 # 9-36 Sur,+573263462900,roberto.martínez1990@gmail.com,98349411,ips-elo-028,ninguna,Patient/pat-1990
pat-2525,Socorro,Pérez,female,1957-11-07,A-,3.365782,-76.560547,17,Meléndez,Av. Mejía # 6-7 Este,+57 606 664 74 09,socorro.pérez2525@gmail.com,77401071,ips-clv-002,EPOC,Patient/pat-2525
pat-2705,Patricia,Bernal,female,1969-04-19,O+,3.394249,-76.553619,18,Cañaveralejo,Av. Caquetá # 1-96 Este,308 247 39 51,patricia.bernal2705@gmail.com,42026965,ips-vip-039,EPOC,Patient/pat-2705
pat-2250,Jonathan,Pérez,male,2004-04-07,B+,3.382161,-76.539895,14,El Rodeo,Transversal 37 # 5-4 Este,(+57)3207494176,jonathan.pérez2250@gmail.com,20711890,ips-sur-016,ninguna,Patient/pat-2250
pat-2191,Constanza,Hoyos,female,1965-02-01,O+,3.365204,-76.513107,14,El Rodeo,Av. carrera 2ª # 5-24,602 490 77 25,constanza.hoyos2191@gmail.com,90378849,ips-sur-016,cardiopatía,Patient/pat-2191
pat-1037,José,Chávez,male,2010-10-18,O-,3.486192,-76.532601,7,Alcázares,Dg. 193Y Bis # 1Q-11,(+57)3079728650,josé.chávez1037@gmail.com,78973779,ips-pie-026,diabetes tipo 2,Patient/pat-1037
pat-1160,Luis,Galindo,male,1973-09-02,A-,3.478962,-76.536753,8,Libertadores,Av. calle 22 # 4-7 Este,3211324820,luis.galindo1160@gmail.com,99043272,ips-col-017,cardiopatía,Patient/pat-1160
pat-2579,Alberto,Rodríguez,male,1978-06-21,AB-,3.342318,-76.561296,17,Meléndez,Avenida carrera 136 # 4V-45 Sur,+573027417062,alberto.rodríguez2579@gmail.com,97095450,ips-clv-002,cardiopatía,Patient/pat-2579
pat-1493,María,García,female,1970-01-12,O+,3.411094,-76.551946,10,Caney,Cl. 9 Bis # 21-2 Este,01 8000 216 798,maría.garcía1493@gmail.com,32482565,ips-las-015,hipertensión,Patient/pat-1493
pat-1763,Paola,Moreno,female,1983-10-31,O+,3.469646,-76.567069,12,Terrón Colorado,Cl. 94 # 5-8 Sur,573262885781,paola.moreno1763@gmail.com,16379551,ips-pie-026,ninguna,Patient/pat-1763
pat-1365,Alberto,Naranjo,male,1999-12-20,B+,3.434526,-76.533385,9,Los Libertadores,Cr. 71 # 43-9 Este,327 828 92 43,alberto.naranjo1365@gmail.com,72220513,ips-sjs-004,cardiopatía,Patient/pat-1365
pat-1657,Patricia,Vanegas,female,1972-06-24,B-,3.413998,-76.525409,11,El Real,Cr. 161J # 69-5 Sur,(+57)6036310145,patricia.vanegas1657@gmail.com,75829146,ips-gua-029,artritis,Patient/pat-1657
pat-1053,Luisa,Cabrera,female,2000-12-22,B+,3.474279,-76.559196,7,Alcázares,Transversal 75 # 5L-59,309 480 02 83,luisa.cabrera1053@gmail.com,50004466,ips-pie-026,artritis,Patient/pat-1053
pat-1595,Jesús,Hernández,male,1973-10-09,O-,3.43701,-76.551669,11,El Real,Carrera 192O # 30-9 Sur,3116600342,jesús.hernández1595@gmail.com,39508245,ips-gua-029,ninguna,Patient/pat-1595
pat-3002,Julio,Muñoz,male,1982-11-15,AB+,3.459164,-76.524295,19,El Calvario,Diagonal 82B # 17-66 Sur,+573176592643,julio.muñoz3002@gmail.com,49490030,ips-huc-001,ninguna,Patient/pat-3002
pat-2456,José,Camacho,male,1990-05-19,A-,3.377698,-76.553483,16,El Jardín,Carrera 136 # 5-91,57 300 281 36 50,josé.camacho2456@gmail.com,29263245,ips-sil-022,diabetes tipo 2,Patient/pat-2456
pat-2945,Antonio,Muñoz,male,1970-07-22,O+,3.44111,-76.550091,19,El Calvario,Cr. 10P # 41-36 Este,(+57)6065065467,antonio.muñoz2945@gmail.com,41124196,ips-huc-001,ninguna,Patient/pat-2945
pat-1814,Elizabeth,Vásquez,female,1938-12-19,B+,3.396526,-76.503403,13,Agua Blanca,Carrera 49 # 17-1 Sur,5167278,elizabeth.vásquez1814@gmail.com,89593852,ips-elo-028,artritis,Patient/pat-1814
pat-1059,Patricia,Ruiz,female,1977-08-16,B-,3.482657,-76.545769,7,Alcázares,Cr. 141Y # 1-51 Este,3125715294,patricia.ruiz1059@gmail.com,25384377,ips-pie-026,EPOC,Patient/pat-1059
pat-2028,José,Caicedo,male,1984-11-19,A-,3.402104,-76.539271,13,Agua Blanca,Avenida calle 63 # 3X-8,+573234653173,josé.caicedo2028@gmail.com,82296289,ips-elo-028,hipertensión,Patient/pat-2028
pat-2878,Armando,González,male,1980-11-21,B-,3.46546,-76.540368,19,El Calvario,Carrera 93 # 38-8 Sur,+576065452557,armando.gonzález2878@gmail.com,53726665,ips-huc-001,ninguna,Patient/pat-2878
pat-0584,Patricia,Prieto,female,1992-03-20,B+,3.44049,-76.549006,5,Guayaquil,Cr. 2ª # 93-5 Este,57 327 957 55 77,patricia.prieto584@gmail.com,57268285,ips-col-017,EPOC,Patient/pat-0584
pat-3193,Maritza,Galvis,female,1957-10-20,O-,3.450551,-76.524623,20,Marroquín,Calle 29 # 4Q-82 Este,(+57)3007515905,maritza.galvis3193@gmail.com,49633430,ips-pie-026,cardiopatía,Patient/pat-3193
pat-1274,Ramón,Moreno,male,1992-12-16,AB+,3.450667,-76.535351,9,Los Libertadores,Cr. 187H # 97-57,+57 606 999 50 22,ramón.moreno1274@gmail.com,24161873,ips-sjs-004,ninguna,Patient/pat-1274
pat-2070,Augusto,Granados,male,1982-04-21,A+,3.411497,-76.488503,13,Agua Blanca,Tr. 163 Bis N # 43-90 Este,(+57)6012168995,augusto.granados2070@gmail.com,27137020,ips-elo-028,ninguna,Patient/pat-2070
pat-0943,Alexandra,Muñoz,female,1985-10-02,AB+,3.466258,-76.514057,6,Santa Isabel,Calle 121 # 3-7 Sur,(+57)3038509789,alexandra.muñoz943@gmail.com,26588648,ips-nor-011,ninguna,Patient/pat-0943
pat-2349,Milena,Vargas,female,1994-06-21,O+,3.381504,-76.540528,15,Navarro,Calle 13R # 65-3,(+57)6075467179,milena.vargas2349@gmail.com,84026745,ips-nav-025,ninguna,Patient/pat-2349
pat-0685,Fabián,Vergara,male,1995-05-01,AB+,3.449801,-76.554371,5,Guayaquil,Transversal 92U Sur # 9-5 Este,+57 320 457 43 44,fabián.vergara685@gmail.com,23746101,ips-col-017,asma,Patient/pat-0685
pat-0827,Martha,Pérez,female,1992-03-14,B-,3.48898,-76.510846,6,Santa Isabel,Diagonal 171 # 40-96 Este,+573184650318,martha.pérez827@gmail.com,95851936,ips-nor-011,ninguna,Patient/pat-0827
pat-0919,Edisson,Gallego,male,1983-11-17,AB+,3.475161,-76.509839,6,Santa Isabel,Avenida La Guajira # 83-86,(+57) 314 538 11 57,edisson.gallego919@gmail.com,81113720,ips-nor-011,ninguna,Patient/pat-0919
pat-3415,Ana,Palacios,female,1990-01-30,AB+,3.408098,-76.523787,22,El Pueblo,Calle 56 # 1-9,(+57)3249375976,ana.palacios3415@gmail.com,45096899,ips-agu-021,artritis,Patient/pat-3415
pat-3377,Jenny,Morales,female,1971-10-20,A-,3.372992,-76.508331,21,Desepaz,Cr. 8ª # 1-13 Sur,573031879779,jenny.morales3377@gmail.com,11734913,ips-pmd-036,diabetes tipo 2,Patient/pat-3377
pat-1068,Ernesto,Cardozo,male,1994-05-13,O-,3.46069,-76.521878,7,Alcázares,Cr. 22 # 95-2 Este,018000867453,ernesto.cardozo1068@gmail.com,43041067,ips-pie-026,asma,Patient/pat-1068
pat-2687,Johan,Álvarez,male,2013-04-21,B-,3.403193,-76.536881,18,Cañaveralejo,Cr. 9ª # 57-79 Este,3161819835,johan.álvarez2687@gmail.com,12226394,ips-vip-039,cardiopatía,Patient/pat-2687
pat-3479,Sandra,Galeano,female,2003-10-28,B+,3.405543,-76.488851,22,El Pueblo,Carrera 198X # 90-9,+573069224780,sandra.galeano3479@gmail.com,62333608,ips-agu-021,asma,Patient/pat-3479
pat-2593,María,Valencia,female,1977-12-25,O+,3.374215,-76.520222,17,Meléndez,Cr. 97 # 2A-8 Sur,6041179720,maría.valencia2593@gmail.com,98406780,ips-clv-002,ninguna,Patient/pat-2593
pat-2536,Eugenia,Ardila,female,1984-10-12,O-,3.341111,-76.553578,17,Meléndez,Carrera 28 # 36-67 Este,+57 301 680 10 08,eugenia.ardila2536@gmail.com,32779115,ips-clv-002,ninguna,Patient/pat-2536
pat-1988,Andrés,Pérez,male,1980-12-11,A-,3.398862,-76.533936,13,Agua Blanca,Avenida carrera 44 # 68-96 Este,+573047246889,andrés.pérez1988@gmail.com,35827078,ips-elo-028,ninguna,Patient/pat-1988
pat-2297,Cristina,Mora,female,1957-11-06,O-,3.391614,-76.536404,15,Navarro,Av. Quindío # 2-1 Este,576075906386,cristina.mora2297@gmail.com,66698597,ips-nav-025,cardiopatía,Patient/pat-2297
pat-2112,Frank,Rubio,male,1960-12-10,AB-,3.398013,-76.482869,13,Agua Blanca,Cl. 10 # 3-4,57 606 243 44 49,frank.rubio2112@gmail.com,78754653,ips-elo-028,ninguna,Patient/pat-2112
pat-1457,Marcela,Restrepo,female,1978-11-21,B-,3.423332,-76.536318,9,Los Libertadores,Calle 1ª # 71Z-97,(+57) 312 809 24 58,marcela.restrepo1457@gmail.com,33231136,ips-sjs-004,diabetes tipo 2,Patient/pat-1457
pat-2602,Camilo,Ramírez,male,1982-10-11,AB+,3.361952,-76.537104,17,Meléndez,Calle 182 # 3K-97 Sur,(+57) 326 829 28 56,camilo.ramírez2602@gmail.com,41000202,ips-clv-002,diabetes tipo 2,Patient/pat-2602
pat-2060,Mariana,Arango,female,1980-09-27,A-,3.424655,-76.507501,13,Agua Blanca,Cl. 44 # 17-97,970 35 64,mariana.arango2060@gmail.com,23667066,ips-elo-028,hipertensión,Patient/pat-2060
pat-2874,Jesús,Miranda,male,1984-01-21,O+,3.442398,-76.538488,19,El Calvario,Transversal 8H # 9L-1,573133079273,jesús.miranda2874@gmail.com,44553693,ips-huc-001,hipertensión,Patient/pat-2874
pat-0023,Carlos,Romero,male,1985-05-09,O+,3.502344,-76.498,1,El Oriente,Cl. 191 # 48-56,018008122820,carlos.romero23@gmail.com,68353204,ips-alb-024,EPOC,Patient/pat-0023
pat-1934,Carolina,Parra,female,1945-03-23,AB+,3.409803,-76.509711,13,Agua Blanca,Cl. 117 Bis # 7-6,+57 324 115 98 69,carolina.parra1934@gmail.com,10884169,ips-elo-028,asma,Patient/pat-1934
pat-2282,Juan,Bonilla,male,1982-04-25,O-,3.384449,-76.509357,15,Navarro,Av. carrera 8ª # 86-34 Sur,573277562456,juan.bonilla2282@gmail.com,89483803,ips-nav-025,asma,Patient/pat-2282
pat-0636,Jhon,Zapata,male,1998-10-14,O-,3.462164,-76.552749,5,Guayaquil,Carrera 112 # 3L-7 Este,(+57) 326 200 32 95,jhon.zapata636@gmail.com,60473288,ips-col-017,ninguna,Patient/pat-0636
pat-0397,Piedad,Cortés,female,1950-04-05,A-,3.458029,-76.522931,3,Centenario,Calle 2G # 9-47,+57 605 590 75 21,piedad.cortés397@gmail.com,56278607,ips-cps-040,asma,Patient/pat-0397
pat-0679,Sandra,Moreno,female,2001-11-25,AB-,3.458678,-76.54541,5,Guayaquil,Av. Santander # 24Y-6 Sur,602 941 75 66,sandra.moreno679@gmail.com,32448383,ips-col-017,diabetes tipo 2,Patient/pat-0679
pat-0722,Gloria,Suárez,female,2004-10-26,B-,3.462661,-76.565798,5,Guayaquil,Cr. 40 # 47-80,57 319 793 37 60,gloria.suárez722@gmail.com,21635070,ips-col-017,diabetes tipo 2,Patient/pat-0722
pat-0139,Erika,Arango,female,1988-01-27,A+,3.463603,-76.521852,2,Chipichape,Calle 185T # 97-7 Sur,307 455 32 52,erika.arango139@gmail.com,82399599,ips-cuc-014,hipertensión,Patient/pat-0139
pat-0982,David,Torres,male,1972-07-28,A-,3.465646,-76.570077,7,Alcázares,Carrera 27 # 48-61 Este,573050511321,david.torres982@gmail.com,91094790,ips-pie-026,ninguna,Patient/pat-0982
pat-0083,Patricia,Gutiérrez,female,1999-12-24,AB+,3.519974,-76.483876,1,El Oriente,Calle 9ª # 57-7,+573058158356,patricia.gutiérrez83@gmail.com,93303777,ips-alb-024,EPOC,Patient/pat-0083
pat-0978,María,Camargo,female,1979-09-03,AB-,3.482875,-76.552354,7,Alcázares,Av. Torres # 4-94,607 604 28 99,maría.camargo978@gmail.com,86911446,ips-pie-026,cardiopatía,Patient/pat-0978
pat-1130,Felix,Londoño,male,2003-06-02,B+,3.460097,-76.551622,8,Libertadores,Cr. 144 # 62-2 Sur,573160869247,felix.londoño1130@gmail.com,62224611,ips-col-017,hipertensión,Patient/pat-1130
pat-3228,Claudia,Vásquez,female,1985-04-28,O+,3.462127,-76.532874,20,Marroquín,Av. calle 4ª # 45-31,576053085448,claudia.vásquez3228@gmail.com,76116342,ips-pie-026,EPOC,Patient/pat-3228
pat-0727,Estiven,García,male,1986-10-15,B-,3.458784,-76.554722,5,Guayaquil,Calle 52 # 5O-6 Este,018000144875,estiven.garcía727@gmail.com,62579931,ips-col-017,ninguna,Patient/pat-0727
pat-0603,Tatiana,Muñoz,female,1990-06-26,A+,3.448863,-76.568258,5,Guayaquil,Cl. 37 # 2-2 Sur,316 803 96 87,tatiana.muñoz603@gmail.com,19978827,ips-col-017,ninguna,Patient/pat-0603
pat-1226,William,Méndez,male,1982-11-11,A-,3.433511,-76.538096,8,Libertadores,Carrera 63 # 3-3 Este,888 87 58,william.méndez1226@gmail.com,47864772,ips-col-017,ninguna,Patient/pat-1226
pat-0160,Emilce,Barrera,female,1962-09-05,A+,3.466006,-76.513761,2,Chipichape,Dg. 190C # 2-5 Sur,573065280744,emilce.barrera160@gmail.com,79340535,ips-cuc-014,asma,Patient/pat-0160
pat-2280,Patricia,Arias,female,1985-09-07,B-,3.377273,-76.531869,14,El Rodeo,Avenida carrera 126 # 5-4,662 24 52,patricia.arias2280@gmail.com,40004485,ips-sur-016,ninguna,Patient/pat-2280
pat-1339,Alejandro,Rodríguez,male,1983-04-18,B+,3.441729,-76.560052,9,Los Libertadores,Cr. 129 # 3-2,+573151597452,alejandro.rodríguez1339@gmail.com,87984620,ips-sjs-004,ninguna,Patient/pat-1339
pat-1918,Eduardo,Muñoz,male,1983-06-25,B+,3.419995,-76.552589,13,Agua Blanca,Cr. 19 # 2-84 Sur,57 329 059 91 24,eduardo.muñoz1918@gmail.com,36774319,ips-elo-028,EPOC,Patient/pat-1918
pat-3454,Carlos,Valencia,male,1977-06-08,O-,3.406711,-76.491058,22,El Pueblo,Av. carrera 186 # 53-4 Sur,018008765060,carlos.valencia3454@gmail.com,34215127,ips-agu-021,ninguna,Patient/pat-3454
pat-3200,Mireya,Sarmiento,female,1958-11-07,AB+,3.461147,-76.552091,20,Marroquín,Calle 77 # 78-7 Sur,576027572478,mireya.sarmiento3200@gmail.com,44534994,ips-pie-026,asma,Patient/pat-3200
pat-0109,Andrés,Angarita,male,1976-03-12,B-,3.504719,-76.489957,1,El Oriente,Carrera 9ª # 70-3 Sur,3033034726,andrés.angarita109@gmail.com,29777514,ips-alb-024,hipertensión,Patient/pat-0109
pat-2971,Antonio,Escobar,male,1986-09-01,B-,3.440689,-76.543644,19,El Calvario,Av. Vaupés # 2-4 Sur,573118572599,antonio.escobar2971@gmail.com,14533608,ips-huc-001,ninguna,Patient/pat-2971
pat-0606,Cielo,Sánchez,female,1983-06-26,B+,3.461934,-76.542301,5,Guayaquil,Diagonal 5E Este # 10-72 Sur,57 316 046 97 64,cielo.sánchez606@gmail.com,85693188,ips-col-017,asma,Patient/pat-0606
pat-1750,Elizabeth,Gómez,female,1998-02-21,O-,3.47687,-76.553611,12,Terrón Colorado,Cl. 33 Este # 1T-1 Sur,+57 313 077 55 53,elizabeth.gómez1750@gmail.com,57964863,ips-pie-026,insuficiencia renal,Patient/pat-1750
pat-1697,Harold,Barbosa,male,1983-01-13,O+,3.45878,-76.555664,12,Terrón Colorado,Cl. 7ª # 70-50 Este,+576056837267,harold.barbosa1697@gmail.com,26823411,ips-pie-026,asma,Patient/pat-1697
pat-0299,Andrea,Parada,female,1971-02-16,A-,3.461952,-76.51782,3,Centenario,Diagonal 5ª # 36H-95,(+57) 324 041 55 04,andrea.parada299@gmail.com,22243983,ips-cps-040,diabetes tipo 2,Patient/pat-0299
pat-0503,Estela,Obando,female,1978-01-15,O-,3.465569,-76.534397,4,Flores,Transversal 1W Sur # 2-90 Sur,573236382469,estela.obando503@gmail.com,73404979,ips-pro-013,diabetes tipo 2,Patient/pat-0503
pat-0106,Michel,Marín,female,2006-12-08,B-,3.506551,-76.499955,1,El Oriente,Calle 100J # 7-29 Este,(+57)3196138723,michel.marín106@gmail.com,78608612,ips-alb-024,cardiopatía,Patient/pat-0106
pat-0852,Judith,Angarita,female,1970-12-02,AB-,3.479173,-76.525014,6,Santa Isabel,Cl. 9T Este # 8X-9 Este,315 143 30 68,judith.angarita852@gmail.com,75645462,ips-nor-011,ninguna,Patient/pat-0852
pat-3223,Alexander,Gallego,male,1981-04-22,AB-,3.45922,-76.530402,20,Marroquín,Calle 45 # 7-14,573000540671,alexander.gallego3223@gmail.com,25623801,ips-pie-026,cardiopatía,Patient/pat-3223
pat-2437,Miguel,Martínez,male,2022-01-22,B-,3.386724,-76.527256,16,El Jardín,Carrera 153H # 66-95 Este,6582176,miguel.martínez2437@gmail.com,16122001,ips-sil-022,ninguna,Patient/pat-2437
pat-2859,Piedad,Ríos,female,1987-12-16,O+,3.419424,-76.549964,18,Cañaveralejo,Calle 6ª # 4-4 Este,301 076 63 95,piedad.ríos2859@gmail.com,21480563,ips-vip-039,asma,Patient/pat-2859
pat-2335,Elena,Ardila,female,1968-12-12,A-,3.383024,-76.527338,15,Navarro,Carrera 162 # 68-6 Sur,(+57) 320 022 40 68,elena.ardila2335@gmail.com,83799431,ips-nav-025,ninguna,Patient/pat-2335
pat-2621,Jhon,Rodríguez,male,2004-09-17,B+,3.403825,-76.54836,18,Cañaveralejo,Dg. 185 # 1-9 Sur,018004609973,jhon.rodríguez2621@gmail.com,98538924,ips-vip-039,ninguna,Patient/pat-2621
pat-1754,Carol,Gómez,female,1967-06-16,B+,3.480312,-76.568339,12,Terrón Colorado,Dg. 3ª # 89M-82 Este,+576064057093,carol.gómez1754@gmail.com,12645698,ips-pie-026,ninguna,Patient/pat-1754
pat-1676,Alberto,Garzón,male,1988-12-01,O-,3.43254,-76.54209,11,El Real,Dg. 94 # 5-5 Sur,325 785 89 38,alberto.garzón1676@gmail.com,87989327,ips-gua-029,cardiopatía,Patient/pat-1676
pat-3019,Mario,Campo,male,1989-12-31,AB+,3.459943,-76.516082,19,El Calvario,Carrera 28 Bis Y # 3-3,+573057505419,mario.campo3019@gmail.com,54313350,ips-huc-001,ninguna,Patient/pat-3019
pat-2205,Juliana,Domínguez,female,2019-10-10,O-,3.369528,-76.529192,14,El Rodeo,Cl. 50 # 42-3,+576065108470,juliana.domínguez2205@gmail.com,42514108,ips-sur-016,asma,Patient/pat-2205
pat-0518,Iván,Gómez,male,1987-04-21,B+,3.465118,-76.543175,4,Flores,Cr. 118 # 49-91 Este,306 556 89 83,iván.gómez518@gmail.com,28872606,ips-pro-013,cardiopatía,Patient/pat-0518
pat-0900,Marcela,Murillo,female,1991-08-08,AB+,3.472571,-76.526065,6,Santa Isabel,Cl. 6X # 22-55,917 54 85,marcela.murillo900@gmail.com,88448538,ips-nor-011,diabetes tipo 2,Patient/pat-0900
pat-0466,Orlando,García,male,1960-04-01,A-,3.452215,-76.544817,4,Flores,Tr. 128 # 81C-8 Este,57 322 182 44 45,orlando.garcía466@gmail.com,67838146,ips-pro-013,EPOC,Patient/pat-0466
pat-0034,Milena,Bermúdez,female,1972-06-27,AB+,3.488279,-76.496238,1,El Oriente,Avenida calle 190 # 84-28,57 309 432 46 95,milena.bermúdez34@gmail.com,97225156,ips-alb-024,artritis,Patient/pat-0034
pat-0292,Maritza,Henao,female,1973-11-22,AB+,3.454915,-76.519282,3,Centenario,Dg. 61G # 42-53 Sur,57 601 771 87 05,maritza.henao292@gmail.com,90180577,ips-cps-040,ninguna,Patient/pat-0292
pat-0501,Luis,Páez,male,1974-07-14,B-,3.462806,-76.526391,4,Flores,Carrera 3ª # 3I-97 Este,326 650 95 47,luis.páez501@gmail.com,16813620,ips-pro-013,ninguna,Patient/pat-0501
pat-0812,Helena,Pérez,female,1962-10-27,O+,3.474209,-76.495898,6,Santa Isabel,Calle 51 # 1-28 Sur,57 313 979 45 29,helena.pérez812@gmail.com,33562830,ips-nor-011,cardiopatía,Patient/pat-0812
pat-2880,Gladys,Castro,female,1995-07-31,B+,3.457435,-76.532922,19,El Calvario,Cr. 125 # 8-27,018009633666,gladys.castro2880@gmail.com,13314453,ips-huc-001,artritis,Patient/pat-2880
pat-1330,Fernando,Gómez,male,1986-08-29,A+,3.426005,-76.566281,9,Los Libertadores,Cr. 19N # 89-42,+57 329 695 27 75,fernando.gómez1330@gmail.com,56544010,ips-sjs-004,artritis,Patient/pat-1330
pat-3154,Alexandra,Zapata,female,1992-11-15,O+,3.469078,-76.538532,20,Marroquín,Carrera 108 # 67-8 Este,3196221866,alexandra.zapata3154@gmail.com,49167825,ips-pie-026,artritis,Patient/pat-3154
pat-2420,Orlando,Arévalo,male,2005-07-16,AB+,3.38925,-76.560513,16,El Jardín,Carrera 41 # 8-67 Este,(+57)6071258490,orlando.arévalo2420@gmail.com,21707969,ips-sil-022,diabetes tipo 2,Patient/pat-2420
pat-3168,Patricia,Padilla,female,1993-12-12,AB-,3.475999,-76.545725,20,Marroquín,Cl. 83 # 1-74 Este,57 605 893 03 06,patricia.padilla3168@gmail.com,98072413,ips-pie-026,EPOC,Patient/pat-3168
pat-1619,Mario,Rodríguez,male,2013-12-02,A-,3.435576,-76.532736,11,El Real,Av. Ronal Hernández Paz # 2-5 Sur,+57 607 536 85 67,mario.rodríguez1619@gmail.com,97112459,ips-gua-029,cardiopatía,Patient/pat-1619
pat-1210,Leidy,Patiño,female,1975-10-27,AB+,3.46156,-76.552802,8,Libertadores,Dg. 43 # 48-3 Sur,+576052734765,leidy.patiño1210@gmail.com,44870711,ips-col-017,EPOC,Patient/pat-1210
pat-0922,Elvira,Hurtado,female,1986-07-09,B+,3.480112,-76.494372,6,Santa Isabel,Avenida Ibarra # 74-7 Este,3100982548,elvira.hurtado922@gmail.com,52464268,ips-nor-011,EPOC,Patient/pat-0922
pat-0302,Laura,Rivera,female,1956-03-29,A-,3.457322,-76.527788,3,Centenario,Avenida carrera 136 # 55-3 Sur,573076932013,laura.rivera302@gmail.com,65137801,ips-cps-040,artritis,Patient/pat-0302
pat-1640,Johana,Oviedo,female,2009-07-04,B+,3.42333,-76.520334,11,El Real,Calle 174 # 41-7 Este,+573095431104,johana.oviedo1640@gmail.com,33536332,ips-gua-029,EPOC,Patient/pat-1640
pat-1308,Jhon,Álvarez,male,1982-06-22,A-,3.438778,-76.552148,9,Los Libertadores,Carrera 69 # 1-5,319 340 83 58,jhon.álvarez1308@gmail.com,65510043,ips-sjs-004,insuficiencia renal,Patient/pat-1308
pat-2925,Walter,Mercado,male,1954-02-18,B-,3.442362,-76.533602,19,El Calvario,Calle 55 # 25-2 Este,57 320 683 30 07,walter.mercado2925@gmail.com,10894575,ips-huc-001,cardiopatía,Patient/pat-2925
pat-2101,Alfonso,Villegas,male,1930-12-08,AB-,3.421508,-76.528839,13,Agua Blanca,Calle 74B # 53-67 Este,(+57)3059539860,alfonso.villegas2101@gmail.com,38083391,ips-elo-028,diabetes tipo 2,Patient/pat-2101
pat-2353,Alejandra,Rincón,female,1961-10-11,A+,3.383235,-76.510137,15,Navarro,Transversal 181 # 7-5 Este,+576014931544,alejandra.rincón2353@gmail.com,78929583,ips-nav-025,EPOC,Patient/pat-2353
pat-0033,Mónica,Jiménez,female,1998-10-31,B-,3.501331,-76.497226,1,El Oriente,Cl. 98 # 3-79,3262678814,mónica.jiménez33@gmail.com,82383095,ips-alb-024,asma,Patient/pat-0033
pat-2686,Eliecer,Ochoa,male,1997-07-15,B+,3.433539,-76.56275,18,Cañaveralejo,Cl. 30 # 7-1 Este,322 153 27 89,eliecer.ochoa2686@gmail.com,71868214,ips-vip-039,diabetes tipo 2,Patient/pat-2686
pat-0407,Rocío,Castro,female,1980-11-16,AB+,3.475631,-76.50198,3,Centenario,Dg. 8O Este # 18A-37,(+57)3264008944,rocío.castro407@gmail.com,69020451,ips-cps-040,insuficiencia renal,Patient/pat-0407
pat-0998,Katherine,Orozco,female,1990-04-13,O-,3.474838,-76.547231,7,Alcázares,Dg. 10 # 3-29 Sur,329 444 49 40,katherine.orozco998@gmail.com,77660514,ips-pie-026,insuficiencia renal,Patient/pat-0998
pat-2127,Luz,Parra,female,1990-07-23,AB-,3.390034,-76.525521,14,El Rodeo,Cr. 6L # 7-72 Este,+57 327 979 20 56,luz.parra2127@gmail.com,55722553,ips-sur-016,diabetes tipo 2,Patient/pat-2127
